ownerUsername,likesCount,commentsCount,caption,hashtags,url,firstComment,alt,timestamp,engagement_rate,caption_len,hashtags_list
humansofny,17015,160,"When I started Humans of New York I had only been photographing for three months. I had no idea what I was doing. But I was bailed out by the explosion of social media, sheer determination, and the power of a good idea. I was a twenty-six-year-old kid with this crazy dream to tell the story of New York City, one person at a time. And it worked. The first Humans of New York book sold almost a million copies— but even then, I was only beginning to figure out the craft. In the twelve years since I have learned so much: about photography, about interviewing, about writing, about people. And I was moved by the urge to do it again. I wanted to try my best to capture this city; only this time, I knew exactly what I was doing. For nearly two years I took a step back from social media. I focused on one thing: this book. I collected hundreds of stories from all over this city, with the hope that Dear New York would become the most enduring piece of this crazy idea I had, all those years ago. In all the madness and joy of what’s happening at Grand Central this week, I want to pause for a moment to honor and introduce the book that inspired it all. Dear New York is based on a simple idea: This city is humanity itself. Every type of person is here: every ethnicity, every culture, every belief, every viewpoint. And all of us are crammed onto the same narrow sidewalks, packed into the same subway cars. We sometimes annoy the hell out of each other, but we also show up for each other. We take care of each other. In a world that can seem to be teetering on the edge, New York remains something to celebrate. Humanity remains something to celebrate. Dear New York is published today. It was made with all my heart, and I very much hope that you love it.",[],https://www.instagram.com/p/DPhwirbjd6U/,❤️❤️,"Photo by Humans of New York on October 07, 2025. May be an image of magazine, book, newspaper and text that says 'DEAR NEW NEWYORK, YORK, BRANDON STANTON CREATOR OF HUMANS OF NEW YORK'.",2025-10-08 00:04:43+00:00,17.175,1761,[]
humansofny,63665,175,"I have a confession to make. I have not been 100 percent truthful. All week, in interviews and social media posts, I have been repeating the false claim that Dear New York has transformed ‘all of Grand Central’ into a piece of art celebrating the people and community of this city. I got a little caught up in the hype. This statement was not exactly true, and I apologize. I would now like to correct the record. Dear New York has entirely transformed the historic main concourse. It has transformed every level of the massive Grand Central subway system with an immersive installation designed by @trabuccocampos and his team at @pentagramdesign. It has transformed 150 digital screens, and all available signage into a celebration of the people of this city. It has filled the air with musical programming from @juilliardschool. It has transformed Grand Central’s stunning Vanderbilt Hall into a ‘crowd favorite’ exhibit  designed by @davidkorins which blends the work of 600 student artists with established artists, including the living legend @jamelshabazz. But here is where I got a little carried away. If you were one of the tens of thousands of people who became part of Dear New York yesterday, you might have noticed that the Vanderbilt Hall exhibit was closed. Alas, the truth cannot stay buried long: Dear New York was unable to secure 100 percent of Grand Central for the entirety of these two weeks. Exactly one thing was already on the calendar. Last night, Saturday October 11th, the first wedding Grand Central has seen in fifteen years took place in Vanderbilt Hall. But oh, what a beautiful inconvenience. Because how could you possibly celebrate the diversity and humanity of this city…. without a wedding. Congratulations to David and Meredith Garrett. Thank you for taking a small break from your big night, stepping out from behind the curtain, and becoming an important part of Dear New York.",[],https://www.instagram.com/p/DPtc_lRjf39/,Follow their journey on TikTok @meredithgiuliani,"Photo by Humans of New York on October 12, 2025. May be an image of people kissing, wedding and text that says '42NDSTREET 42ND STREET VANDERBILT VANDERBILTHALL HALL DEAR NEW YORK,'.",2025-10-12 13:04:47+00:00,63.839999999999996,1918,[]
humansofny,66214,1167,"“One time we were playing in the yard of the school, and the gates were open, and the watchman, he was so precious, he was praying. So we packed our bags and ran for it. There were five of us girls. The watchman saw us and began to call us back, and all of them ran back, except for me. I kept running. The only thing is—I literally had nowhere to go. My uncles worked in the middle of the city. If I went there, they would see me. Nothing ever happens in Gaza City without everyone finding out and everyone talking about it. So I just went home. That’s the thing about this place; it’s the only place I feel like I belong, but it was always so suffocating. There wasn’t even space for a teenager to be rebellious. I think the craziest thing we did was paint on walls. Like all teenagers we were convinced that everything was so dark, and the world was ending. So we’d graffiti Pink Floyd and Cold Play lyrics onto walls: ‘Lights will guide you home.’ Meanwhile home is literally two blocks away, two streets away. The entire neighborhood is rubble now. Honestly I don’t even like to talk about the past because it feels like the world keeps begging us to prove that we’re human beings. And if we could only do that, if we could prove that we once lived in nice houses, and listened to Cold Play, then we could prove that we deserve to live and eat and exist and survive. I hate it. I hate pity so much, because it belittles the person you’re pitying. Please don’t feel sorry for me. Don’t feel sorry for us. We don’t need you, I promise. We don’t need anyone. We have farmers with farmlands, but they cannot harvest their own farmlands without being shot. We have fishermen who can collect fish from the sea, but they’re banned from using the sea. We have these beautiful, beautiful cuisines. We can feed ourselves. Just let us, we’ve reached that point. Just let us. Don’t feel sorry for us. Feel sorry for yourselves, that you’re living in a country that is arming Israel, that is sending weapons overseas to kill children. Your bombs are killing children. If that bothers you, then don’t feel sorry for us. Feel sorry for yourself. That you don’t have enough say in your own country to stop it.”",[],https://www.instagram.com/p/DOHO74fj1fp/,❤️❤️,"Photo by Humans of New York on September 02, 2025. May be an image of one or more people, headscarf, head covering and text.",2025-09-02 20:19:24+00:00,67.381,2199,[]
humansofny,63029,1043,"“My name is Weam. It’s a beautiful name for me, because my mother gave it to me. She died of cancer when I was eight years old— so I love my name, because my mom loved it. It’s also perfect for me because it means ‘peace, love, and harmony.’ And everyone who meets me says that I’m positive energy shining everywhere. I’m a team leader for twenty-three pharmacists. ‘The pharma army,’ we call it. Ask anyone: we are the happiest team in the hospital. After we start our morning meeting, I’ll put on a bit of music for everyone. If they want to dance, they can dance. If they want to sing, they can sing. We are working 24 hours, seven days a week without stopping. They are under so much stress, all the time. There are always mass casualty incidents. And everyone in Gaza is living their own nightmare: with the bombings, the displacements, the hunger. So I’m just trying to make it easier for them. When I help others, it feels like I’m doing something right, that I’m still useful in this life. In Islam, if you speak a good word to someone else, it is also a good thing for you. So if someone smiles, and says: ‘Good job, you did it, you survived another day.’ This is a big deal for us. So I try to keep a smile from ear to ear. But on the inside, no. I am not happy at all. I haven’t slept for more than three hours since the war began. We are all screwed up in this world. Even if you are still alive in this moment, maybe in five minutes you will die. The smallest spark of light can be destroyed in the blink of an eye. How can anyone be happy when they are surrounded by so much death? But there is something that my mother said to me, right before she died. It’s the only memory that I have of her. She told me: ‘Weam, please keep that smile on your face. Because everyone loves your smile.’ So that’s what I’m trying to do. I’m trying. You will find that even when I’m crying, I am smiling.”",[],https://www.instagram.com/p/DNTa7VLtKgx/,Sending lots of love!!!,"Photo by Humans of New York on August 13, 2025. May be an image of 1 person, smiling, headscarf and scarf.",2025-08-13 17:23:41+00:00,64.072,1903,[]
humansofny,68571,1325,"“Before the war I never thought of getting married— maybe after 30 or something. But when the war started my mind changed. Every night I am awakened by airstrikes. I live near the sea, and the helicopters are coming from the sea. Whenever I hear them, I am thinking: ‘What if this one is for me?” And if these shots are for me—how is it going to feel?’ A few months ago my uncles family—they died, to the very last, including the baby. They were sheltering in a school that got bombed. They say when something like that happens, you don’t feel anything. So if it happens to me, this is what I hope. But sometimes you get trapped beneath the rubble. And it takes a long time to die. It’s very scary to think about. For the first time in my life I’ve started to feel like I need someone— someone to tell me that everything’s going to be okay. Four months ago I became engaged. Her name is Lama. She’s the sister of my best friend Kareem, who was killed in a bombing last year. I was driving to her house today. I’d put on jeans, and was smelling very good, and I started thinking: ‘Maybe I shouldn’t be so happy. Because things are so bad for everyone.’ But if I’m being honest, we are very happy. It is maybe even better than being in love in a normal situation. Sometimes when I wake up from the airstrikes: I’ll send her a very sweet message: ‘I hope you are very good,’ and so on. This is something that is nothing during normal times. But it’s a bit different when you are checking if someone is alive. All these things, which used to seem like nothing, are everything to us now. I visit her two or three times a week. Every time I go to her house, we have like five minutes or so.  If she’s upset about Kareem, upset about the situation, afraid of the missiles, I’ll calm her down. I’ll give her a hug. It’s a very great feeling, honestly. I don’t know how to describe it. It’s not going to stop bullets, or bombs, but it makes you feel safe. By that I mean, at least I’m with her and she’s with me. If something happens to me, it is going to happen to her. So we going to be in the same situation. We will live together, or we will die together. And just knowing this, it makes me feel safe.”",[],https://www.instagram.com/p/DNgCesetgIW/,"Fight Genocidal Criminals 
#Israel_terrorist_entity
#GazaGenocide
https://israel-massacres.com/","Photo by Humans of New York on August 18, 2025. May be an image of 1 person.",2025-08-18 15:00:11+00:00,69.896,2197,[]
humansofny,125560,2841,"“My whole life people have said to me: ‘You are too kind, too sensitive.’ When I interviewed for a schoolteacher position, the principal told me: ‘You will never be able to control the students.’ Because of this I built in my mind that I’m not a very strong person, you know? I decided to focus on my house, my family, my children. When the war started I was working as a data encoder; I spent all day on the laptop. But Doctors Without Borders said to me: ‘Kholoud, there is no one left to ask. We need you to help organize our operations in the North.’ And I’ve done it. I organized a network of people on the ground. Everyone in the organization knows me now, respects me. And I’ve done all of this while raising four children, and another four children who lost their parents. In December we spent fifteen days on the street because there were too many bombs. Nobody could sleep safely inside. I ate nothing during this time, zero. I just drank some water every two days. We were sheltering in a small corridor inside a school yard. My husband left us to look for food, and that’s when the bomb fell. When it falls close to you, you don’t hear anything. You just see the body parts flying through the air: the hand of someone, the leg of someone, the head of someone. My son comes to me and his face is blood. My daughter comes to me and she is clutching her chest. My other two children are holding their legs; I can’t tell how they are injured. There was no hospital left in Gaza City, so I brought them back to our house. Our neighbor is a doctor, so I asked him to come over. We discovered that one of my children had shrapnel in the head. The other three in the leg. There was no anesthesia, no stitches. We put something in the children’s mouth, and I held them down while he removed the shrapnel with the kitchen knife. You cannot imagine how the children were screaming. But we removed the shrapnel. And when we finished, I took the knife, and removed the shrapnel from my own leg. ‘Too kind, too sensitive.’ I heard this my entire life. But I can tell you: another person lives inside you. And if the world forces you, you will find her.” 📸 @nouralsaqa",[],https://www.instagram.com/p/DNYN-7tNYJJ/,"Safeguard Gaza Magnify Peace > Real Safety Made, Allow Peace Fostering Aid - Soild Ceasefire Just Safe Peace No Starvation, Protected Homes Safe Families, Amplify the free future of Palestine
- Sustainable Peace for Palestine - 
- Free Palestine Open Aid NO illegal starvation blockaid -
Rebuild ReGrow and Restore Palestine; Empowering the creation of  real safety , real peace for Palestine and reopened aid delivered to those in need so they will know proper health as normality and a better life over and above of injustice allowing them to align and thrive in newfound freedom.
- Bright Justice for Palestine - 
- Safe Families & Kids Real Peace No starvation -
- Safe Palestine Fully Funded Freedom - 
- Pressure Diplomacy Ceasefire Peace No Starvation -
- Safe Homes Real Peace Brighter Futures - 
- Soild Ceasefire Just Protected Peace -
- Accountability Justice Peace - 
Safeguard Gaza Advocacy and pressure for the Peace of a Sustainable Ceasefire Agreement with UN Observers present to safeguard the Peace and security we all know is possible for a safe Palestine, allowing freedom become the supported norm in the whole region.
- Sustainable Peace for Palestine -
- Pressure Diplomacy Ceasefire Peace - 
- Bright Healthcare Real Safety Shifa Watermelon Recovery -
- Safe Palestine Resource Abundance No Starvation Open Aid - 
- Soild Ceasefire Just Protected Peace - 
Gaza is Free, Bloom Magnifed Peace Freedom & Aid Watermelon #freepalestine🇵🇸","Photo by Humans of New York on August 15, 2025. May be an image of 2 people.",2025-08-15 14:06:47+00:00,128.401,2165,[]
humansofny,83930,1840,"“I cannot cry. Before the war— any little thing, it would make me cry. But now I cannot make myself. I want to but I can’t, even when my heart is breaking. I used to be a schoolteacher; I love children. But now I see them walking in the streets with no shoes. They come into our clinic and you can see how tired they are. Some of them are mutilated: they’ve lost a leg, or an arm. You see children crying because they cannot walk again. Yes, there is a lot of children like this now. But even the ones who aren’t injured are changing. Before the war it was not normal to find a child who wasn’t in school. There were organizations that would find the parents and force them to enroll. But now Gaza’s children haven’t been to school in two years. They’re changing. They’re beginning to think: ‘I will never go to school. I will just work to bring my family food or water.’ Even my own daughter; she’s twelve years old. She was a leader in school and she dreamed to be a doctor. She has a cousin in Canada, the same age. They have video calls, and my daughter can see the difference. She sees how far behind she’s fallen, and recently she told me: ‘I won’t be a doctor anymore.’ This broke my heart, but still, I could not cry. It’s like something is blocked in me. I don’t share my pain with anyone. I don’t share with my husband. I don’t share with my mother, or my father, or my sister. Because all these people come to me to feel safe. A few months ago when they bombed the house of my husband’s family—I went to collect the body parts. It was too difficult for my husband. He lost fifteen members of his family that day. His mother, his father, his brother, were beneath the rubble. So I went. I had to start looking: this is the head for who? This arm, this leg, is for who? Afterwards I sat alone, and I tried to cry. I felt that if only I could cry, I will feel better. I will feel less full. But even then, I could not. I have a colleague in the work, who tells me: ‘Kholoud, after the war, you are going to collapse. Because you do not cry.’” 📸 @nouralsaqa",[],https://www.instagram.com/p/DNa_JyItgRQ/,Why do you have hundreds of miles of terror tunnels for your terrorists to hide in and to jail Israeli hostages but no bomb shelters to protect civilians from the wars you constantly start?,"Photo by Humans of New York on August 16, 2025. May be an image of 1 person.",2025-08-16 15:54:55+00:00,85.77,2064,[]
humansofny,159019,3778,"“We had one chance to leave Gaza, early in the war. At that time our lives had grown very difficult. We’d been displaced. We sat down and had a family discussion, and the consensus in the family was not to leave. We’d just learned that our house was still standing, so we thought: ‘We’re luckier than others.’ One month later the Philadelphi corridor was closed, and the option to leave was exhausted. But we still thought we would be OK. We thought the war would end soon, as we think now, as we thought a year ago, as we thought two years ago. And at least we were together. Our family has always been extremely close. I care for my patients, I care for my friends, but not the way I care for my family. Especially my mother. All people say that their mother is a saint, but she was actually a saint. She hated no one. She loved everyone. When I was a child she worked as a schoolteacher, and her school was next to mine, so in the mornings we would walk to school together. I don’t know why I remember this—but she’d always walk between me and the sun. So that I could stand in her shadow. It’s a simple memory, but it means a lot to me. I was always the most attached to her. Maybe everyone in our family feels the same way, but this is my feeling. I told jokes only for her, so that she would laugh. I specialized in medicine just to make her happy. I was a resilient teenager. I wanted to be a writer. But she confronted me. She told me: ‘Life on Earth is a short journey, and you should help people. Because we believe in God. And we believe there is more than just this life.’ Everything, all the things I have done, I have done to please her. And I let her down. I let her down. Because it was my decision. Three days before she was killed, I evacuated her to a safer place. And the safer place got bombed.” (1/2)",[],https://www.instagram.com/p/DNREb6rxfxO/,"I am so sorry for the loss of Dr. Kullab. I am sure his mother had been so proud of him and the work he is doing. Thanks to HONY and Dr. Kullab for sharing this story and illuminating the realities of the people in Gaza.  I hope Dr. Kullab does not keep blaming himself for the death of his mother, as he is not the one bombing civilians but trying to save their lives","Photo by Humans of New York on August 12, 2025.",2025-08-12 19:28:40+00:00,162.797,1822,[]
humansofny,102315,1149,"“At one point, I hated Gaza. I just wanted out. I wanted to study in America and be this big director. I wanted to win an Oscar. All my dreams were overseas. I think I was just mad at how besieged Gaza was—it limits you in so many ways. Some of the men here are so narrow minded. I wanted to throw them all out of Gaza so that they could see the world, and then bring them back, with different views, and different thoughts. But there’s also a brilliance to the people here. Because it would take decades of research to learn what our trauma forces upon us at a very young age. You don’t have the privilege of disassociating from reality. You cannot ignore this shit. The drones, the rubble, the blood, the children fighting for food and water. It’s all around you. A white person living in Europe is able to say they don’t care about politics, because they’re not exposed to the firsthand effects. But if even one of the things that happen on a daily basis in Gaza, was to happen in the West, it would move nations. In political science class we used to learn about things like ethics, and human rights, and international law. But life in Gaza will teach you that these things are just propaganda. Propaganda that fooled us into believing that if only people knew what was going on, they’d stop it. It was this naive notion that led us, at least me and all of my friends, to film and document and speak and share on our stupid Instagrams. But I’ve lost the will. It’s too exhausting. Everyone has disassociated from our reality. We have nothing to eat, but we have these phones. We get to watch our international friends going about their days normally. Who are we even talking to? You cannot rely on the conscience and moral compass of those in power. We’ve tried for so long. It doesn’t work. You have to put pressure on them. You have to disrupt their systems. You have to move and mobilize and obstruct and protest and cost them things. It’s the only thing they listen to. Life in Gaza does teach you. For the longest time I wanted to leave, but now I don’t feel like I could bear living anywhere else in this world. Gaza feels like the only real place left on earth.”",[],https://www.instagram.com/p/DOG8Yx-jRM1/,Did they start executing their own people this week?,"Photo by Humans of New York on September 02, 2025. May be an image of camera, headscarf and text.",2025-09-02 17:37:20+00:00,103.464,2173,[]
humansofny,405219,10881,"“When I entered Gaza the Israeli military had a rule: I was only allowed to bring in seven pounds of food. As I was weighing out protein bars, trying to get under the limit, I said to my husband: ‘How sinister is this?’ I’m a humanitarian aid worker. Why would there even be a limit on food? I’ve worked in many places with extreme hunger, but what’s so jarring in this context is how cruel it is, how deliberate. I was in Gaza for two months; there’s no way to describe the horror of what’s happening. And I say this as a pediatric ICU doctor who sees children die as part of my work. Among our own staff we have doctors and nurses who are trying to treat patients while hungry, exhausted. They’re living in tents. Some of them have lost fifteen, twenty members of their families. In the hospital there are kids maimed by airstrikes: missing arms, missing legs, third degree burns. Often there’s not enough pain medication. But the children are not screaming about the pain, they’re screaming: ‘I’m hungry! I’m hungry!” I hate to only focus on the kids, because nobody should be starving. But the kids, it just haunts you in a different way. When my two months were finished, I didn’t want to leave. It’s a feeling I haven’t experienced in nearly twenty years of humanitarian assignments. But I felt ashamed. Ashamed to leave my Palestinian colleagues, who were some of the most beautiful and compassionate people that I’ve ever met. I was ashamed as an American, as a human being, that we’ve been unable to stop something that is so clearly a genocide. I remember when our bus pulled out of the buffer zone. Out the window on one side I could see Rafah, which was nothing but rubble. On the other side was lush, green Israel. When we exited the gate, the first thing I saw was a group of Israeli soldiers, sitting at a table, eating lunch. I’ve never felt so nauseous seeing a table full of food.”",[],https://www.instagram.com/p/DNOV-qQOdbN/,💔🇯🇴,"Photo by Humans of New York on August 11, 2025. May be an image of fire escape and brick wall.",2025-08-11 18:04:14+00:00,416.09999999999997,1899,[]
humansofny,76480,1240,"“Her name is Rita. It comes from a poem by a well-known poet of Palestine. It’s a song that I used to sing, and my wife loves it too. So Rita is a product of love between me and my wife. I haven’t seen either of them in a year and a half. When the border opened last year, I sent them both out of the country. I hold a Master’s degree in Burns, Plastic and Reconstructive Surgery—and these skills are deeply needed in Gaza. So I chose to stay behind. Now the border is closed, and I couldn’t leave if I wanted to. I do my best to talk to Rita on WhatsApp every day. I’ll ask about kindergarten, and her swimming lessons. I’ll look at her latest drawings, and try to encourage her. But that’s it; I’m a WhatsApp father only. A few days ago she was ignoring me a bit, so I asked: ‘Why don’t you talk to me?’ She told me: ‘I feel like I forgot you a little bit.’ My wife jumped in, and said: ‘No, no, she’s kidding.’ But I said: ‘She doesn’t need to be kidding. She’s saying the truth.’ I’ve been gone most of her life. First with my studies in England, and now with this separation. I do feel guilty, yes. But if I had left, I’d feel even more guilty. There’d be a crack in my heart. It would come to me in my nightmares, every time I saw the suffering of my people. The first stage of this genocide was to destroy the health infrastructure, so there’d be no refuge for the dying. I happen to be part of an organization, Doctors Without Borders, with big abilities and big principles. I knew that if we worked together, and made the right decisions, and did the right things—we’d be able to provide comfort to countless people. And that’s what we’ve done. I’ve co-managed a team that built a field hospital with 120 beds, and three surgical theaters running 24 hours. This is something I’ll be proud of for years and years. And I hope one day Rita will understand. I’ll ask her to read books and watch documentaries about the genocide. I’ll ask her to understand that I couldn’t close my eyes to the suffering of our people. We must resist. And how do we resist? By existing. And how do we exist? By having a value. And in our family, our value is to serve others, more than we serve ourselves.”",[],https://www.instagram.com/p/DN55iV0DeEc/,Just got to meet this incredible man on a trip to Ireland! He comes from a long lineage of amazing people ❤️,"Photo by Humans of New York on August 28, 2025. May be an image of one or more people, beard and text.",2025-08-28 16:02:17+00:00,77.72,2193,[]
humansofny,121793,1016,"“Our first daughter’s name is Ashley. It’s a weird name in a Russian community. But she was the first American baby in our family, and we wanted an American name. We decided that if we ever had another daughter, her name would be Abigail. I’ve always loved that name. But we weren’t in a rush to get pregnant again. I was young. And we never predicted that we’d have all these struggles. It wasn’t until the miscarriage that we decided to try fertility treatments. By then Ashley was already twelve. It was one of the most difficult periods of my life: the cycles, the shots. You keep going through the motions, hoping something good will happen. It steals all the joy from your current life. Eventually the doctors told us there was a zero percent chance without IVF, so we decided to give up and focus on our little family of three. Ashley promised me if she ever had a daughter, she’d name her Abigail. There was a bit of a grieving process; I’d spent so long envisioning the baby. But we focused on making Ashley’s childhood as special as possible. I tried to create little traditions. We always watched Fiddler on the Roof the night before Yom Kippur. And on the first day of school, I’d always cook chicken soup. Even after Ashley went to college, I would send her off to school with chicken soup. During her senior year I began to not feel well. At first I thought COVID, because it was during the pandemic. Then I thought early menopause, because I was forty-one already. But one sleepless night I found a box of pregnancy tests that had expired ten years earlier. They still worked. I used all ten of them, and each time there was the bright pink line. There was no joy at first. I was so afraid of having another miscarriage. It was a very difficult pregnancy, so I made a deal with God. I don’t know why, but I promised him that if I could carry to term, I wouldn’t color my hair until the birth. By the time she came my hair was very, very gray. How do I even describe it? So much joy. It’s a second season, a second wind. A few years ago we were preparing for early retirement. But now we’re busier than ever: planning a wedding for Ashley, and looking at preschools for Abigail.""",[],https://www.instagram.com/p/DMVrfdVOjQB/,"In gods time I. ❤️ it I also had experience with miscarriage and trying to get pregnant, so I understand","Photo by Humans of New York on July 20, 2025.",2025-07-20 17:55:31+00:00,122.809,2193,[]
humansofny,69461,495,"“We were young when we had her. I was twenty-three, the mother was twenty; we weren’t planning to have kids yet. I don’t want to say the relationship fell apart because of our daughter. It was mostly us. We were going through a stressful time: I’d just lost my mother, she’d just lost her grandmother. We were going through an eviction and had to move into a shelter. We just handled our stress in different ways. She dealt with it by wanting to be young and dumb and free. We were arguing about everything, and I’m not good at arguing. I don’t like confrontation. I get agitated, antsy. Every time there was an argument, I’d get so angry that I’d have to leave the facility to get some air. I’ve been that way since childhood. My mom and my dad were heavy addicts; they lost custody of me when I was four. I grew up in programs. I didn’t have nobody to show me affection. And it made me angry, I was an angry kid. I saw that other people had love, and understood it, and to be honest, I wasn’t okay with it. There are times where I still feel like that, sometimes even now as a father. But every time I look at her it goes away. It went away the moment she was born. When you held your first kid, did you see a glow around them? Did you ever see a glow? Because I saw a glow. And I felt it. It was like, holy shit.  I wanted to cry the first time I felt it, because I wasn’t sure what it was. I was confused. But as it gradually grew on me, I was like: OK, so this is what love is. And it felt beautiful. It made me want to be better. I don’t want my daughter seeing the side of me from when I was young and didn’t know how to cope with my anger. Right now I have her every day after school. There’s a counselor at her school: Mr. Gonzalez. I go to see him once, sometimes twice a week. He’s been very helpful. He’s teaching me how to cope with life, how to handle arguments with my baby’s mother. Now if she texts me twenty paragraphs about things that happened six years ago, I don’t fight back. I just don’t respond, until it’s time to get the baby.”",[],https://www.instagram.com/p/DND3Ge-uqzK/,And he is wearing an Acca Dacca t-shirt - adding a little bit of Aussie legendness to an already Champion Human of New York!,"Photo by Humans of New York on August 07, 2025. May be an image of slide and park.",2025-08-07 16:22:01+00:00,69.95599999999999,2054,[]
humansofny,92151,530,"“When I was fifteen I lost a younger brother to a guy who raped and killed him, and I took the law into my own hands. I don’t want to say much more to that effect, but when it happened, I lost faith in humanity. I didn’t trust anybody. Life became all about me, so I just survived. A lot of my family members still won’t talk to me because they remember a Johnny that wasn’t trustworthy. I became a wanderer, there’s no better way to say it. And one day ten years ago I wandered into this park looking for a place to sit down. I saw an old man playing chess, in exchange for donations. He was waiting for an oncomer so I came on. He beat me senseless. But it was my first taste of communication with a stranger sitting across from me. And I thought to myself: ‘I can do that too.’ I bought myself a chess board. In the beginning I got the shit kicked out of me by strangers from all over the world. But I grew game after game, learning the fundamentals, then learning all the other stuff. And now I teach them to anybody who wants to play. I get donations, but it’s not the money that’s the fruit of my take. It’s when people sit down. I call it fruit, is that weird? Because when you share an activity with someone for fifteen minutes, a half hour—it nourishes your soul. Me looking at you, us laughing, doing bad moves, good moves— it’s all so nourishing. Because of chess I got to witness the difference between good and evil. So many have sat across from me that are so good— honest people with great, great hearts. I knew that very first day that this seat would make my life more significant. I knew as long as I kept sitting here, people would keep coming. And there is so much fruit that you get from people. Not all the people, can’t go that far. There are some around here that I would like to strangle, I’m not shitting. But we maintain. Because look, I’ve got problems too. And I’m not looking to blow the house down.”",[],https://www.instagram.com/p/DMOCrnEuQzn/,"Loved playing with him at the park, had a fun convo and a good time :)","Photo by Humans of New York on July 17, 2025.",2025-07-17 18:44:13+00:00,92.681,1930,[]
humansofny,135218,5084,"“I talk to Africans that barely speak English. They say: we don’t like black Americans. They’re not talking about white Americans. They talk only, specifically, about black Americans. Because black Americans have a fucked-up mentality, a crab-in-a-bucket mentality. I’m sorry, but yes. We’re going to address it right here. ADOS. American Descendants of Slavery. They have a crab-in-a-fucking-bucket mentality that Africans and Caribbeans do not have. You ever seen crabs in a bucket? They all try to get out, but none of them can get out because they’re all pinching each other, pulling each other down. The Caribbean way is we going to get out, and we’re gonna reach back down and pull out somebody else. Lift everyone up until the last one is out. But that’s not the black American way. As soon as somebody is about to make it out, here come the claws. And those crab claws hurt. I’m going to be raw as fuck right now. It’s black men especially. They do not make me feel safe. Ever since elementary school, my whole life, motherfucking American black kids made me feel unsafe. That’s it. It’s not nothing else. You know what niggas call me, if their skin is one shade lighter? They call me ‘black as fuck.’ My whole life, ‘black as fuck.’ Niggas even darker than me, calling me ‘black as fuck.’ Because I’m a little more African than you. Because I’m a little bit closer to the ancestors. It’s sickening and I’m going to call it out. I’m going to call everything out. They hate being black. They want to be white so they can walk around and not be penalized. But guess what? Black women have to deal with it too. Everything a black woman does gets penalized. Especially the deeper in color we are. And black men do not protect us. Raw, honest, and fucking real as fuck. Put this on your podcast, or whatever the fuck this is. I want to see this shit on YouTube so that years from now, in a hundred thousand years, they can watch this shit. Black American men: you do not protect us, and you do not love us, because you don’t love yourself.”",[],https://www.instagram.com/p/DMTbvyZO7vF/,"History is important. Learn ur history…when you don’t know history, ur like a pen with no ink…useless…","Photo by Humans of New York on July 19, 2025.",2025-07-19 20:59:27+00:00,140.302,2043,[]
humansofny,79664,1837,"“I’m part of the furry community. I just happen to be one of the really hyper-realistic ones. It’s a sexual identity thing for some people. I understand that crowd, and respect them, but I’m actually asexual. So for me sex doesn’t play into it at all. In my elementary-school art class everyone would be drawing still lifes, or fruits, or whatever. I’d go online to DeviantArt and get inspired by these beautiful illustrations of multi-colored wolves and foxes. I’ve wanted a fur suit for the longest time. So when I saw this head on Twitter, I was like: ‘Wow, I have to have it.’ It’s just a form of self- expression. Not to get too religious about it; but animals are God’s creations just as much as humans. Every time I see an animal I’m like: ‘Wow, they fit so perfectly into the environment and ecosystem.’ They’re so liberated and free. Being a human is tricky; people expect you to be one thing. They want you to act a certain way. There’s norms and expectations. But with animals, they just do whatever. I’ve always loved the imagery of a deer running through the forest. It’s about adopting that alter ego. But I’m also a girl under here, so I’m studying for the LSATs.”",[],https://www.instagram.com/p/DMLhdFQO6HD/,😂😂😂😂😂😂😂😂,"Photo by Humans of New York on July 16, 2025.",2025-07-16 19:15:24+00:00,81.501,1179,[]
